"replicate","global_reject","holm_fwer"
119,FALSE,FALSE
120,FALSE,FALSE
121,FALSE,FALSE
122,FALSE,FALSE
123,FALSE,FALSE
124,FALSE,FALSE
125,FALSE,FALSE
126,FALSE,FALSE
127,FALSE,FALSE
128,FALSE,FALSE
129,FALSE,FALSE
130,FALSE,FALSE
131,FALSE,FALSE
132,FALSE,FALSE
133,FALSE,FALSE
134,FALSE,FALSE
135,TRUE,FALSE
136,FALSE,FALSE
137,FALSE,FALSE
138,FALSE,FALSE
139,FALSE,FALSE
140,FALSE,FALSE
141,FALSE,FALSE
142,FALSE,FALSE
143,FALSE,FALSE
144,FALSE,FALSE
145,FALSE,TRUE
146,FALSE,FALSE
147,FALSE,FALSE
148,TRUE,FALSE
149,FALSE,FALSE
150,FALSE,FALSE
151,FALSE,FALSE
152,FALSE,FALSE
153,FALSE,FALSE
154,FALSE,FALSE
155,FALSE,FALSE
156,FALSE,FALSE
157,FALSE,FALSE
158,FALSE,FALSE
159,TRUE,FALSE
160,FALSE,FALSE
161,FALSE,FALSE
162,FALSE,FALSE
163,FALSE,FALSE
164,FALSE,FALSE
165,TRUE,FALSE
166,FALSE,FALSE
167,FALSE,FALSE
168,FALSE,FALSE
169,FALSE,FALSE
170,FALSE,FALSE
171,TRUE,FALSE
172,FALSE,FALSE
173,FALSE,FALSE
174,FALSE,FALSE
175,TRUE,FALSE
176,FALSE,FALSE
177,FALSE,FALSE
178,FALSE,FALSE
179,FALSE,FALSE
180,FALSE,FALSE
181,FALSE,FALSE
182,FALSE,FALSE
183,FALSE,FALSE
184,FALSE,FALSE
185,FALSE,FALSE
186,FALSE,FALSE
187,FALSE,FALSE
188,FALSE,FALSE
189,FALSE,FALSE
190,TRUE,FALSE
191,FALSE,FALSE
192,FALSE,FALSE
193,FALSE,FALSE
194,FALSE,FALSE
195,FALSE,FALSE
196,FALSE,FALSE
197,FALSE,FALSE
198,FALSE,FALSE
199,FALSE,FALSE
200,FALSE,FALSE
201,FALSE,FALSE
202,FALSE,FALSE
203,FALSE,FALSE
204,TRUE,FALSE
205,FALSE,FALSE
206,FALSE,FALSE
207,FALSE,FALSE
208,FALSE,FALSE
209,FALSE,FALSE
210,FALSE,FALSE
211,FALSE,FALSE
212,FALSE,FALSE
213,FALSE,FALSE
214,FALSE,FALSE
215,FALSE,FALSE
216,FALSE,FALSE
217,FALSE,FALSE
218,FALSE,FALSE
219,FALSE,FALSE
220,FALSE,FALSE
221,FALSE,FALSE
222,FALSE,FALSE
223,FALSE,FALSE
224,FALSE,FALSE
225,TRUE,TRUE
226,FALSE,FALSE
227,FALSE,FALSE
228,FALSE,FALSE
229,FALSE,FALSE
230,FALSE,FALSE
231,FALSE,FALSE
232,FALSE,FALSE
233,FALSE,FALSE
234,FALSE,FALSE
235,FALSE,FALSE
236,FALSE,FALSE
237,FALSE,FALSE
238,TRUE,FALSE
239,FALSE,FALSE
240,FALSE,FALSE
241,FALSE,FALSE
242,FALSE,FALSE
243,FALSE,FALSE
244,FALSE,FALSE
245,FALSE,FALSE
246,FALSE,FALSE
247,FALSE,FALSE
248,FALSE,FALSE
249,FALSE,FALSE
250,FALSE,FALSE
251,FALSE,FALSE
252,FALSE,FALSE
253,FALSE,FALSE
254,FALSE,FALSE
255,FALSE,FALSE
256,FALSE,FALSE
257,FALSE,FALSE
258,FALSE,FALSE
259,FALSE,FALSE
260,FALSE,FALSE
261,FALSE,FALSE
262,FALSE,FALSE
263,FALSE,FALSE
264,FALSE,FALSE
265,TRUE,TRUE
266,FALSE,FALSE
267,FALSE,FALSE
268,FALSE,FALSE
269,FALSE,FALSE
270,FALSE,FALSE
271,FALSE,FALSE
272,FALSE,FALSE
273,FALSE,FALSE
274,FALSE,FALSE
275,FALSE,FALSE
276,FALSE,FALSE
277,FALSE,FALSE
278,FALSE,FALSE
279,FALSE,FALSE
280,FALSE,FALSE
281,FALSE,FALSE
282,FALSE,FALSE
283,FALSE,FALSE
284,FALSE,FALSE
285,FALSE,FALSE
286,TRUE,FALSE
287,FALSE,FALSE
288,FALSE,FALSE
289,FALSE,FALSE
290,TRUE,FALSE
291,FALSE,FALSE
292,FALSE,FALSE
293,FALSE,FALSE
294,FALSE,FALSE
295,FALSE,FALSE
296,FALSE,FALSE
297,FALSE,FALSE
298,FALSE,FALSE
299,FALSE,FALSE
300,FALSE,FALSE
301,FALSE,FALSE
302,FALSE,FALSE
303,FALSE,FALSE
304,FALSE,FALSE
305,FALSE,FALSE
306,TRUE,FALSE
307,FALSE,FALSE
308,FALSE,FALSE
309,FALSE,FALSE
310,FALSE,FALSE
311,FALSE,FALSE
312,FALSE,FALSE
313,FALSE,FALSE
314,FALSE,FALSE
315,FALSE,FALSE
316,FALSE,FALSE
317,FALSE,FALSE
318,FALSE,FALSE
319,FALSE,FALSE
320,FALSE,FALSE
321,FALSE,FALSE
322,FALSE,FALSE
323,FALSE,FALSE
324,FALSE,FALSE
325,FALSE,FALSE
326,FALSE,FALSE
327,FALSE,FALSE
328,FALSE,FALSE
329,FALSE,FALSE
330,TRUE,FALSE
331,FALSE,FALSE
332,FALSE,FALSE
333,FALSE,FALSE
334,FALSE,FALSE
335,FALSE,FALSE
336,FALSE,FALSE
337,FALSE,FALSE
338,FALSE,FALSE
339,FALSE,FALSE
340,FALSE,FALSE
341,FALSE,FALSE
342,FALSE,FALSE
343,FALSE,FALSE
344,FALSE,FALSE
345,FALSE,FALSE
346,TRUE,FALSE
347,FALSE,FALSE
348,FALSE,FALSE
349,FALSE,FALSE
350,FALSE,FALSE
351,FALSE,FALSE
352,FALSE,FALSE
353,FALSE,FALSE
354,FALSE,FALSE
355,FALSE,FALSE
356,FALSE,FALSE
357,FALSE,FALSE
358,FALSE,FALSE
359,FALSE,FALSE
360,FALSE,FALSE
361,FALSE,FALSE
362,FALSE,FALSE
363,FALSE,FALSE
364,FALSE,FALSE
365,FALSE,FALSE
366,FALSE,FALSE
367,FALSE,FALSE
368,FALSE,FALSE
369,FALSE,FALSE
370,FALSE,FALSE
371,TRUE,FALSE
372,FALSE,FALSE
373,FALSE,FALSE
374,FALSE,FALSE
375,FALSE,FALSE
376,FALSE,FALSE
377,FALSE,FALSE
378,FALSE,FALSE
379,FALSE,FALSE
380,FALSE,FALSE
381,FALSE,FALSE
382,FALSE,FALSE
383,FALSE,FALSE
384,FALSE,FALSE
385,FALSE,FALSE
386,FALSE,FALSE
387,FALSE,FALSE
388,FALSE,FALSE
389,FALSE,FALSE
390,FALSE,FALSE
391,TRUE,FALSE
392,FALSE,FALSE
393,FALSE,FALSE
394,FALSE,FALSE
395,FALSE,FALSE
396,TRUE,FALSE
397,FALSE,FALSE
398,FALSE,FALSE
399,TRUE,FALSE
400,FALSE,FALSE
401,FALSE,FALSE
402,FALSE,FALSE
403,FALSE,FALSE
404,FALSE,FALSE
405,FALSE,FALSE
406,FALSE,FALSE
407,FALSE,FALSE
408,FALSE,FALSE
409,FALSE,FALSE
410,FALSE,FALSE
411,FALSE,FALSE
412,FALSE,FALSE
413,FALSE,FALSE
414,FALSE,FALSE
415,FALSE,FALSE
416,FALSE,FALSE
417,FALSE,FALSE
418,FALSE,FALSE
419,FALSE,FALSE
420,FALSE,FALSE
421,FALSE,FALSE
422,FALSE,FALSE
423,FALSE,FALSE
424,TRUE,TRUE
425,FALSE,FALSE
426,FALSE,FALSE
427,FALSE,FALSE
428,FALSE,FALSE
429,FALSE,FALSE
430,FALSE,FALSE
431,FALSE,FALSE
432,FALSE,FALSE
433,FALSE,FALSE
434,FALSE,FALSE
435,FALSE,FALSE
436,FALSE,FALSE
437,TRUE,FALSE
438,FALSE,FALSE
439,FALSE,FALSE
440,FALSE,FALSE
441,FALSE,FALSE
442,FALSE,FALSE
443,FALSE,FALSE
444,FALSE,FALSE
445,FALSE,FALSE
446,FALSE,FALSE
447,FALSE,FALSE
448,FALSE,FALSE
449,FALSE,FALSE
450,FALSE,FALSE
451,FALSE,FALSE
452,FALSE,FALSE
453,FALSE,FALSE
454,FALSE,FALSE
455,FALSE,FALSE
456,FALSE,FALSE
457,FALSE,FALSE
458,FALSE,FALSE
459,FALSE,FALSE
460,FALSE,FALSE
461,FALSE,FALSE
462,FALSE,FALSE
463,FALSE,FALSE
464,FALSE,FALSE
465,FALSE,FALSE
466,FALSE,FALSE
467,FALSE,FALSE
468,FALSE,FALSE
469,FALSE,FALSE
470,FALSE,FALSE
471,FALSE,FALSE
472,FALSE,FALSE
473,FALSE,FALSE
474,FALSE,FALSE
475,FALSE,FALSE
476,FALSE,FALSE
477,FALSE,FALSE
478,FALSE,FALSE
479,FALSE,FALSE
480,FALSE,FALSE
481,FALSE,FALSE
482,FALSE,FALSE
483,FALSE,FALSE
484,FALSE,FALSE
485,FALSE,FALSE
486,FALSE,FALSE
487,FALSE,FALSE
488,FALSE,FALSE
489,FALSE,FALSE
490,FALSE,FALSE
491,FALSE,FALSE
492,FALSE,FALSE
493,FALSE,FALSE
494,FALSE,FALSE
495,FALSE,FALSE
496,FALSE,FALSE
497,FALSE,FALSE
498,FALSE,FALSE
499,FALSE,FALSE
500,FALSE,FALSE
501,TRUE,FALSE
502,FALSE,FALSE
503,FALSE,FALSE
504,FALSE,FALSE
505,FALSE,FALSE
506,FALSE,FALSE
507,FALSE,FALSE
508,FALSE,FALSE
509,FALSE,FALSE
510,FALSE,FALSE
511,FALSE,FALSE
512,FALSE,FALSE
513,FALSE,FALSE
514,FALSE,FALSE
515,FALSE,FALSE
516,FALSE,FALSE
517,FALSE,FALSE
518,FALSE,FALSE
519,FALSE,FALSE
520,FALSE,FALSE
521,FALSE,FALSE
522,FALSE,FALSE
523,FALSE,FALSE
524,FALSE,FALSE
525,FALSE,FALSE
526,FALSE,FALSE
527,FALSE,FALSE
528,FALSE,FALSE
529,FALSE,FALSE
530,FALSE,FALSE
531,FALSE,FALSE
532,FALSE,FALSE
533,FALSE,FALSE
534,FALSE,FALSE
535,FALSE,FALSE
536,FALSE,FALSE
537,FALSE,FALSE
538,FALSE,FALSE
539,FALSE,TRUE
540,FALSE,FALSE
541,FALSE,FALSE
542,FALSE,FALSE
543,FALSE,FALSE
544,FALSE,FALSE
545,FALSE,FALSE
546,FALSE,FALSE
547,FALSE,FALSE
548,FALSE,FALSE
549,FALSE,FALSE
550,FALSE,FALSE
551,FALSE,FALSE
552,FALSE,FALSE
553,FALSE,FALSE
554,FALSE,FALSE
555,FALSE,FALSE
556,FALSE,FALSE
557,FALSE,FALSE
558,FALSE,FALSE
559,FALSE,FALSE
560,FALSE,FALSE
561,FALSE,FALSE
562,FALSE,FALSE
563,FALSE,FALSE
564,FALSE,FALSE
565,FALSE,FALSE
566,FALSE,FALSE
567,FALSE,FALSE
568,FALSE,FALSE
569,FALSE,FALSE
570,FALSE,FALSE
571,TRUE,FALSE
572,FALSE,FALSE
573,FALSE,FALSE
574,FALSE,FALSE
575,FALSE,FALSE
576,FALSE,FALSE
577,FALSE,FALSE
578,FALSE,FALSE
579,FALSE,FALSE
580,FALSE,FALSE
581,FALSE,FALSE
582,FALSE,FALSE
583,FALSE,FALSE
584,TRUE,FALSE
585,FALSE,FALSE
586,FALSE,FALSE
587,FALSE,FALSE
588,FALSE,FALSE
589,FALSE,FALSE
590,FALSE,FALSE
591,FALSE,FALSE
592,FALSE,FALSE
593,FALSE,FALSE
594,FALSE,FALSE
595,FALSE,FALSE
596,FALSE,FALSE
597,FALSE,FALSE
598,FALSE,TRUE
599,FALSE,FALSE
600,FALSE,FALSE
601,FALSE,FALSE
602,FALSE,FALSE
603,FALSE,FALSE
604,TRUE,FALSE
605,FALSE,FALSE
606,FALSE,FALSE
607,FALSE,FALSE
608,FALSE,FALSE
609,FALSE,FALSE
610,FALSE,FALSE
611,FALSE,FALSE
612,FALSE,FALSE
613,FALSE,FALSE
614,FALSE,FALSE
615,FALSE,FALSE
616,FALSE,FALSE
617,FALSE,FALSE
618,FALSE,FALSE
619,FALSE,FALSE
620,FALSE,FALSE
621,FALSE,FALSE
622,FALSE,FALSE
623,TRUE,FALSE
624,FALSE,FALSE
625,FALSE,FALSE
626,FALSE,FALSE
627,FALSE,FALSE
628,FALSE,FALSE
629,FALSE,FALSE
630,FALSE,FALSE
631,FALSE,FALSE
632,FALSE,FALSE
633,FALSE,FALSE
634,FALSE,FALSE
635,FALSE,FALSE
636,FALSE,FALSE
637,FALSE,FALSE
638,TRUE,FALSE
639,FALSE,FALSE
640,FALSE,FALSE
641,FALSE,FALSE
642,FALSE,FALSE
643,TRUE,FALSE
644,FALSE,FALSE
645,FALSE,FALSE
646,FALSE,FALSE
647,FALSE,FALSE
648,FALSE,FALSE
649,FALSE,FALSE
650,FALSE,FALSE
651,FALSE,FALSE
652,FALSE,FALSE
653,FALSE,FALSE
654,FALSE,FALSE
655,FALSE,FALSE
656,FALSE,FALSE
657,FALSE,FALSE
658,FALSE,FALSE
659,FALSE,FALSE
660,FALSE,FALSE
661,FALSE,FALSE
662,TRUE,FALSE
663,FALSE,FALSE
664,FALSE,FALSE
665,FALSE,FALSE
666,FALSE,FALSE
667,TRUE,FALSE
668,FALSE,FALSE
669,FALSE,FALSE
670,FALSE,FALSE
671,FALSE,FALSE
672,FALSE,FALSE
673,TRUE,FALSE
674,FALSE,FALSE
675,FALSE,FALSE
676,FALSE,FALSE
677,FALSE,FALSE
678,FALSE,FALSE
679,FALSE,FALSE
680,FALSE,FALSE
681,FALSE,FALSE
682,FALSE,FALSE
683,FALSE,FALSE
684,FALSE,TRUE
685,FALSE,FALSE
686,FALSE,FALSE
687,FALSE,FALSE
688,FALSE,FALSE
689,FALSE,FALSE
690,FALSE,FALSE
691,FALSE,FALSE
692,FALSE,FALSE
693,FALSE,FALSE
694,FALSE,FALSE
695,FALSE,FALSE
696,FALSE,FALSE
697,FALSE,FALSE
698,FALSE,FALSE
699,FALSE,FALSE
700,FALSE,FALSE
701,FALSE,FALSE
702,FALSE,FALSE
703,FALSE,FALSE
704,FALSE,FALSE
705,FALSE,FALSE
706,FALSE,FALSE
707,TRUE,FALSE
708,FALSE,FALSE
709,TRUE,FALSE
710,FALSE,FALSE
711,FALSE,FALSE
712,FALSE,FALSE
713,FALSE,FALSE
714,FALSE,FALSE
715,TRUE,FALSE
716,FALSE,FALSE
717,FALSE,FALSE
718,FALSE,FALSE
719,FALSE,FALSE
720,FALSE,FALSE
721,FALSE,FALSE
722,FALSE,FALSE
723,FALSE,FALSE
724,FALSE,FALSE
725,FALSE,FALSE
726,TRUE,FALSE
727,FALSE,FALSE
728,FALSE,FALSE
729,FALSE,FALSE
730,FALSE,FALSE
731,TRUE,FALSE
732,FALSE,FALSE
733,FALSE,FALSE
734,FALSE,FALSE
735,TRUE,FALSE
736,FALSE,FALSE
737,FALSE,FALSE
738,FALSE,FALSE
739,FALSE,FALSE
740,FALSE,FALSE
741,FALSE,FALSE
742,FALSE,FALSE
743,FALSE,FALSE
744,FALSE,FALSE
745,FALSE,FALSE
746,FALSE,FALSE
747,FALSE,FALSE
748,FALSE,FALSE
749,FALSE,FALSE
750,FALSE,FALSE
751,FALSE,FALSE
752,FALSE,FALSE
753,TRUE,FALSE
754,FALSE,FALSE
755,FALSE,FALSE
756,FALSE,FALSE
757,FALSE,FALSE
758,FALSE,FALSE
759,FALSE,FALSE
760,FALSE,FALSE
761,FALSE,FALSE
762,TRUE,TRUE
763,FALSE,FALSE
764,FALSE,FALSE
765,FALSE,FALSE
766,FALSE,FALSE
767,FALSE,FALSE
768,FALSE,FALSE
769,FALSE,FALSE
770,FALSE,FALSE
771,FALSE,FALSE
772,FALSE,FALSE
773,FALSE,FALSE
774,FALSE,FALSE
775,FALSE,FALSE
776,FALSE,FALSE
777,FALSE,FALSE
778,FALSE,FALSE
779,FALSE,FALSE
780,FALSE,FALSE
781,FALSE,FALSE
782,FALSE,FALSE
783,FALSE,FALSE
784,FALSE,FALSE
785,FALSE,FALSE
786,FALSE,FALSE
787,FALSE,FALSE
788,FALSE,FALSE
789,FALSE,FALSE
790,FALSE,FALSE
791,FALSE,FALSE
792,FALSE,FALSE
793,FALSE,FALSE
794,FALSE,FALSE
795,FALSE,FALSE
796,FALSE,FALSE
797,FALSE,FALSE
798,FALSE,FALSE
799,FALSE,FALSE
800,FALSE,FALSE
801,TRUE,FALSE
802,FALSE,FALSE
803,FALSE,FALSE
804,FALSE,FALSE
805,TRUE,FALSE
806,FALSE,FALSE
807,FALSE,FALSE
808,FALSE,FALSE
809,FALSE,FALSE
810,TRUE,FALSE
811,FALSE,FALSE
812,FALSE,FALSE
813,TRUE,FALSE
814,FALSE,FALSE
815,FALSE,FALSE
816,FALSE,FALSE
817,FALSE,FALSE
818,FALSE,FALSE
819,FALSE,FALSE
820,FALSE,FALSE
821,FALSE,FALSE
822,FALSE,FALSE
823,FALSE,FALSE
824,FALSE,FALSE
825,FALSE,FALSE
826,FALSE,FALSE
827,FALSE,FALSE
828,FALSE,FALSE
829,FALSE,FALSE
830,FALSE,FALSE
831,FALSE,FALSE
832,FALSE,FALSE
833,FALSE,FALSE
834,FALSE,FALSE
835,FALSE,FALSE
836,FALSE,FALSE
837,FALSE,FALSE
838,FALSE,FALSE
839,FALSE,FALSE
840,FALSE,FALSE
841,FALSE,FALSE
842,FALSE,FALSE
843,FALSE,FALSE
844,FALSE,FALSE
845,FALSE,FALSE
846,FALSE,FALSE
847,FALSE,FALSE
848,FALSE,FALSE
849,FALSE,FALSE
850,FALSE,FALSE
851,TRUE,FALSE
852,FALSE,FALSE
853,FALSE,FALSE
854,FALSE,FALSE
855,FALSE,FALSE
856,FALSE,FALSE
857,FALSE,FALSE
858,FALSE,FALSE
859,FALSE,FALSE
860,FALSE,FALSE
861,FALSE,FALSE
862,FALSE,FALSE
863,FALSE,FALSE
864,FALSE,FALSE
865,FALSE,FALSE
866,FALSE,FALSE
867,FALSE,FALSE
868,FALSE,FALSE
869,FALSE,FALSE
870,FALSE,FALSE
871,FALSE,FALSE
872,FALSE,FALSE
873,FALSE,FALSE
874,FALSE,FALSE
875,FALSE,FALSE
876,FALSE,FALSE
877,FALSE,FALSE
878,FALSE,FALSE
879,FALSE,FALSE
880,FALSE,FALSE
881,FALSE,FALSE
882,FALSE,FALSE
883,FALSE,FALSE
884,TRUE,FALSE
885,FALSE,FALSE
886,FALSE,FALSE
887,FALSE,FALSE
888,FALSE,FALSE
889,FALSE,FALSE
890,FALSE,FALSE
891,FALSE,FALSE
892,FALSE,FALSE
893,FALSE,FALSE
894,FALSE,FALSE
895,FALSE,FALSE
896,FALSE,FALSE
897,FALSE,FALSE
898,FALSE,FALSE
899,FALSE,FALSE
900,FALSE,FALSE
901,FALSE,FALSE
902,FALSE,FALSE
903,FALSE,FALSE
904,FALSE,FALSE
905,FALSE,FALSE
906,FALSE,FALSE
907,FALSE,FALSE
908,FALSE,FALSE
909,FALSE,FALSE
910,FALSE,FALSE
911,FALSE,FALSE
912,FALSE,FALSE
913,FALSE,FALSE
914,FALSE,FALSE
915,FALSE,FALSE
916,FALSE,FALSE
917,FALSE,FALSE
918,TRUE,TRUE
919,FALSE,FALSE
920,FALSE,FALSE
921,TRUE,TRUE
922,FALSE,FALSE
923,FALSE,FALSE
924,FALSE,FALSE
925,FALSE,FALSE
926,FALSE,FALSE
927,FALSE,FALSE
928,FALSE,FALSE
929,FALSE,FALSE
930,FALSE,FALSE
931,FALSE,FALSE
932,FALSE,FALSE
933,FALSE,FALSE
934,FALSE,FALSE
935,FALSE,FALSE
936,FALSE,FALSE
937,FALSE,FALSE
938,FALSE,FALSE
939,FALSE,FALSE
940,FALSE,FALSE
941,FALSE,FALSE
942,FALSE,FALSE
943,FALSE,FALSE
944,FALSE,FALSE
945,FALSE,FALSE
946,FALSE,FALSE
947,FALSE,FALSE
948,FALSE,FALSE
949,FALSE,FALSE
950,FALSE,FALSE
951,FALSE,FALSE
952,FALSE,FALSE
953,FALSE,FALSE
954,TRUE,FALSE
955,FALSE,FALSE
956,FALSE,FALSE
957,FALSE,FALSE
958,FALSE,FALSE
959,FALSE,FALSE
960,FALSE,FALSE
961,FALSE,FALSE
962,FALSE,FALSE
963,FALSE,FALSE
964,FALSE,FALSE
965,FALSE,FALSE
966,FALSE,FALSE
967,FALSE,FALSE
968,FALSE,FALSE
969,FALSE,FALSE
970,FALSE,FALSE
971,FALSE,FALSE
972,FALSE,FALSE
973,FALSE,FALSE
974,FALSE,FALSE
975,FALSE,FALSE
976,FALSE,FALSE
977,FALSE,FALSE
978,TRUE,FALSE
979,FALSE,FALSE
980,FALSE,TRUE
981,FALSE,FALSE
982,FALSE,FALSE
983,FALSE,FALSE
984,FALSE,FALSE
985,FALSE,FALSE
986,FALSE,FALSE
987,FALSE,FALSE
988,FALSE,FALSE
989,FALSE,FALSE
990,FALSE,FALSE
991,FALSE,FALSE
992,FALSE,FALSE
993,FALSE,FALSE
994,FALSE,FALSE
995,FALSE,FALSE
996,FALSE,FALSE
997,FALSE,FALSE
998,TRUE,FALSE
999,FALSE,FALSE
1000,FALSE,FALSE
1001,FALSE,FALSE
1002,FALSE,FALSE
1003,FALSE,FALSE
1004,FALSE,FALSE
1005,FALSE,FALSE
1006,FALSE,FALSE
1007,FALSE,FALSE
1008,FALSE,FALSE
1009,FALSE,FALSE
1010,FALSE,FALSE
1011,FALSE,FALSE
1012,FALSE,FALSE
1013,FALSE,FALSE
1014,FALSE,FALSE
1015,FALSE,FALSE
1016,FALSE,FALSE
1017,FALSE,FALSE
1018,FALSE,FALSE
1019,FALSE,FALSE
1020,FALSE,FALSE
1021,FALSE,FALSE
1022,FALSE,FALSE
1023,FALSE,FALSE
1024,FALSE,FALSE
1025,FALSE,FALSE
1026,FALSE,FALSE
1027,FALSE,FALSE
1028,FALSE,FALSE
1029,FALSE,FALSE
1030,TRUE,FALSE
1031,FALSE,FALSE
1032,FALSE,FALSE
1033,TRUE,FALSE
1034,FALSE,FALSE
1035,FALSE,FALSE
1036,FALSE,FALSE
1037,FALSE,FALSE
1038,FALSE,FALSE
1039,FALSE,FALSE
1040,FALSE,FALSE
1041,FALSE,FALSE
1042,FALSE,FALSE
1043,FALSE,FALSE
1044,FALSE,FALSE
1045,FALSE,FALSE
1046,FALSE,FALSE
1047,TRUE,FALSE
1048,FALSE,FALSE
1049,FALSE,FALSE
1050,FALSE,FALSE
1051,FALSE,FALSE
1052,TRUE,FALSE
1053,FALSE,FALSE
1054,FALSE,FALSE
1055,FALSE,FALSE
1056,FALSE,FALSE
1057,FALSE,FALSE
1058,FALSE,FALSE
1059,FALSE,FALSE
1060,FALSE,FALSE
1061,FALSE,FALSE
1062,FALSE,FALSE
1063,FALSE,FALSE
1064,FALSE,FALSE
1065,FALSE,FALSE
1066,FALSE,FALSE
1067,FALSE,FALSE
1068,TRUE,TRUE
1069,TRUE,FALSE
1070,TRUE,TRUE
1071,FALSE,FALSE
1072,FALSE,FALSE
1073,FALSE,FALSE
1074,FALSE,FALSE
1075,FALSE,FALSE
1076,FALSE,FALSE
1077,FALSE,FALSE
1078,FALSE,FALSE
1079,FALSE,FALSE
1080,FALSE,FALSE
1081,TRUE,FALSE
1082,FALSE,FALSE
1083,FALSE,FALSE
1084,FALSE,FALSE
1085,FALSE,FALSE
1086,FALSE,FALSE
1087,FALSE,FALSE
1088,FALSE,FALSE
1089,TRUE,FALSE
1090,FALSE,FALSE
1091,FALSE,FALSE
1092,FALSE,FALSE
1093,FALSE,FALSE
1094,FALSE,FALSE
1095,FALSE,FALSE
1096,FALSE,FALSE
1097,TRUE,TRUE
1098,TRUE,FALSE
1099,FALSE,FALSE
1100,FALSE,FALSE
1101,FALSE,FALSE
1102,FALSE,FALSE
1103,FALSE,FALSE
1104,FALSE,FALSE
1105,FALSE,FALSE
1106,FALSE,FALSE
1107,FALSE,FALSE
1108,TRUE,FALSE
1109,FALSE,FALSE
1110,FALSE,FALSE
1111,FALSE,FALSE
1112,TRUE,FALSE
1113,FALSE,FALSE
1114,FALSE,FALSE
1115,FALSE,FALSE
1116,FALSE,FALSE
1117,FALSE,FALSE
1118,FALSE,FALSE
1119,FALSE,FALSE
1120,FALSE,FALSE
1121,FALSE,FALSE
1122,FALSE,FALSE
1123,FALSE,FALSE
1124,FALSE,FALSE
1125,FALSE,FALSE
1126,FALSE,FALSE
1127,FALSE,FALSE
1128,FALSE,FALSE
1129,FALSE,FALSE
1130,FALSE,FALSE
1131,FALSE,FALSE
1132,FALSE,FALSE
1133,FALSE,FALSE
1134,TRUE,FALSE
1135,FALSE,FALSE
1136,FALSE,FALSE
1137,FALSE,FALSE
1138,FALSE,FALSE
1139,FALSE,FALSE
1140,FALSE,FALSE
1141,FALSE,FALSE
1142,FALSE,FALSE
1143,FALSE,FALSE
1144,FALSE,FALSE
1145,FALSE,FALSE
1146,FALSE,FALSE
1147,FALSE,FALSE
1148,FALSE,FALSE
1149,FALSE,FALSE
1150,FALSE,FALSE
1151,FALSE,FALSE
